# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# popcnt
66 0FB8 CE, INVALID, INVALID, 0, code=INVALID
62 F57F8B 7D D3, EVEX_Vcvtuw2ph_xmm_k1z_xmmm128b16, Vcvtuw2ph, 2, op0=r;xmm2 op1=r;xmm3 k3 zmsk
62 D57F08 7D 50 01, EVEX_Vcvtuw2ph_xmm_k1z_xmmm128b16, Vcvtuw2ph, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_UInt16 co=0;0;0;0;6;1 enc=62F57F087D5001
62 E57F08 7D 50 01, EVEX_Vcvtuw2ph_xmm_k1z_xmmm128b16, Vcvtuw2ph, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_UInt16 co=0;0;0;0;6;1 enc=62F57F087D5001

62 F57F28 7D 50 01, EVEX_Vcvtuw2ph_ymm_k1z_ymmm256b16, Vcvtuw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_UInt16 co=0;0;0;0;6;1
62 F57FBB 7D 50 01, EVEX_Vcvtuw2ph_ymm_k1z_ymmm256b16, Vcvtuw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;2;1;Broadcast256_UInt16 bcst k3 zmsk co=0;0;0;0;6;1
62 F57F2B 7D D3, EVEX_Vcvtuw2ph_ymm_k1z_ymmm256b16, Vcvtuw2ph, 2, op0=r;ymm2 op1=r;ymm3 k3
62 F57FAB 7D D3, EVEX_Vcvtuw2ph_ymm_k1z_ymmm256b16, Vcvtuw2ph, 2, op0=r;ymm2 op1=r;ymm3 k3 zmsk
62 D57F28 7D 50 01, EVEX_Vcvtuw2ph_ymm_k1z_ymmm256b16, Vcvtuw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_UInt16 co=0;0;0;0;6;1 enc=62F57F287D5001
62 E57F28 7D 50 01, EVEX_Vcvtuw2ph_ymm_k1z_ymmm256b16, Vcvtuw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_UInt16 co=0;0;0;0;6;1 enc=62F57F287D5001

62 F57F48 7D 50 01, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_UInt16 co=0;0;0;0;6;1
62 F57FDB 7D 50 01, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;2;1;Broadcast512_UInt16 bcst k3 zmsk co=0;0;0;0;6;1
62 F57F4B 7D D3, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3
62 F57F9B 7D D3, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 zmsk rc-rn
62 F57F3B 7D D3, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 rc-rd
62 F57FDB 7D D3, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 zmsk rc-ru
62 F57F7B 7D D3, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 rc-rz
62 D57F48 7D 50 01, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_UInt16 co=0;0;0;0;6;1 enc=62F57F487D5001
62 E57F48 7D 50 01, EVEX_Vcvtuw2ph_zmm_k1z_zmmm512b16_er, Vcvtuw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_UInt16 co=0;0;0;0;6;1 enc=62F57F487D5001

62 F57E08 7D 50 01, EVEX_Vcvtw2ph_xmm_k1z_xmmm128b16, Vcvtw2ph, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int16 co=0;0;0;0;6;1
62 F57E9B 7D 50 01, EVEX_Vcvtw2ph_xmm_k1z_xmmm128b16, Vcvtw2ph, 2, op0=r;xmm2 op1=m;ds;bx;si;1;2;1;Broadcast128_Int16 bcst k3 zmsk co=0;0;0;0;6;1
62 F57E0B 7D D3, EVEX_Vcvtw2ph_xmm_k1z_xmmm128b16, Vcvtw2ph, 2, op0=r;xmm2 op1=r;xmm3 k3
62 F57E8B 7D D3, EVEX_Vcvtw2ph_xmm_k1z_xmmm128b16, Vcvtw2ph, 2, op0=r;xmm2 op1=r;xmm3 k3 zmsk
62 D57E08 7D 50 01, EVEX_Vcvtw2ph_xmm_k1z_xmmm128b16, Vcvtw2ph, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int16 co=0;0;0;0;6;1 enc=62F57E087D5001
62 E57E08 7D 50 01, EVEX_Vcvtw2ph_xmm_k1z_xmmm128b16, Vcvtw2ph, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int16 co=0;0;0;0;6;1 enc=62F57E087D5001

62 F57E28 7D 50 01, EVEX_Vcvtw2ph_ymm_k1z_ymmm256b16, Vcvtw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_Int16 co=0;0;0;0;6;1
62 F57EBB 7D 50 01, EVEX_Vcvtw2ph_ymm_k1z_ymmm256b16, Vcvtw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;2;1;Broadcast256_Int16 bcst k3 zmsk co=0;0;0;0;6;1
62 F57E2B 7D D3, EVEX_Vcvtw2ph_ymm_k1z_ymmm256b16, Vcvtw2ph, 2, op0=r;ymm2 op1=r;ymm3 k3
62 F57EAB 7D D3, EVEX_Vcvtw2ph_ymm_k1z_ymmm256b16, Vcvtw2ph, 2, op0=r;ymm2 op1=r;ymm3 k3 zmsk
62 D57E28 7D 50 01, EVEX_Vcvtw2ph_ymm_k1z_ymmm256b16, Vcvtw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_Int16 co=0;0;0;0;6;1 enc=62F57E287D5001
62 E57E28 7D 50 01, EVEX_Vcvtw2ph_ymm_k1z_ymmm256b16, Vcvtw2ph, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_Int16 co=0;0;0;0;6;1 enc=62F57E287D5001

62 F57E48 7D 50 01, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_Int16 co=0;0;0;0;6;1
62 F57EDB 7D 50 01, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;2;1;Broadcast512_Int16 bcst k3 zmsk co=0;0;0;0;6;1
62 F57E4B 7D D3, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3
62 F57E9B 7D D3, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 zmsk rc-rn
62 F57E3B 7D D3, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 rc-rd
62 F57EDB 7D D3, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 zmsk rc-ru
62 F57E7B 7D D3, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=r;zmm3 k3 rc-rz
62 D57E48 7D 50 01, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_Int16 co=0;0;0;0;6;1 enc=62F57E487D5001
62 E57E48 7D 50 01, EVEX_Vcvtw2ph_zmm_k1z_zmmm512b16_er, Vcvtw2ph, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_Int16 co=0;0;0;0;6;1 enc=62F57E487D5001

62 F54C0B 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, Vdivph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Float16 k3 co=0;0;0;0;6;1
62 F54C9D 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, Vdivph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Broadcast128_Float16 bcst k5 zmsk co=0;0;0;0;6;1
62 F54C08 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, Vdivph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Float16 co=0;0;0;0;6;1
62 F54C0B 5E D3, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, Vdivph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 D54C0B 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, Vdivph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Float16 k3 co=0;0;0;0;6;1 enc=62F54C0B5E5001
62 E54C0B 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, Vdivph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_Float16 k3 co=0;0;0;0;6;1 enc=62F54C0B5E5001

62 F54C2B 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, Vdivph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Float16 k3 co=0;0;0;0;6;1
62 F54CBD 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, Vdivph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;2;1;Broadcast256_Float16 bcst k5 zmsk co=0;0;0;0;6;1
62 F54C28 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, Vdivph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Float16 co=0;0;0;0;6;1
62 F54C2B 5E D3, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, Vdivph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 D54C2B 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, Vdivph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Float16 k3 co=0;0;0;0;6;1 enc=62F54C2B5E5001
62 E54C2B 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, Vdivph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_Float16 k3 co=0;0;0;0;6;1 enc=62F54C2B5E5001

62 F54C4B 5E 50 01, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Float16 k3 co=0;0;0;0;6;1
62 F54CDD 5E 50 01, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;2;1;Broadcast512_Float16 bcst k5 zmsk co=0;0;0;0;6;1
62 F54C48 5E 50 01, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Float16 co=0;0;0;0;6;1
62 F54CDB 5E D3, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk rc-ru
62 F54C1B 5E D3, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rn
62 F54C4B 5E D3, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F54C3B 5E D3, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rd
62 D54C4B 5E 50 01, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Float16 k3 co=0;0;0;0;6;1 enc=62F54C4B5E5001
62 E54C4B 5E 50 01, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, Vdivph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_Float16 k3 co=0;0;0;0;6;1 enc=62F54C4B5E5001

62 F54E0B 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 k3 co=0;0;0;0;6;1
62 F54E08 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 co=0;0;0;0;6;1
62 F54EAB 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F54E8B5E5001
62 F54ECB 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F54E8B5E5001
62 F54EEB 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 k3 zmsk co=0;0;0;0;6;1 enc=62F54E8B5E5001 decopt=NoInvalidCheck
62 F54EEB 5E 50 01, INVALID, INVALID, 0, code=EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er
62 F54E0B 5E D3, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F54EDB 5E D3, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk rc-ru
62 D54E0B 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 k3 co=0;0;0;0;6;1 enc=62F54E0B5E5001
62 E54E0B 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, Vdivsh, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;2;1;Float16 k3 co=0;0;0;0;6;1 enc=62F54E0B5E5001

62 F64F0B 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1
62 F64F9D 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Broadcast128_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64F08 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 co=0;0;0;0;6;1
62 F64F0B 56 D3, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 D64F0B 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F0B565001
62 E64F0B 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F0B565001
62 F66F0B 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm2 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F0B 56 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32
62 F66F0B 56 D3, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm3 k3 decopt=NoInvalidCheck
62 F66F0B 56 D3, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32
62 F64F0B 56 D2, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F64F0B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32
62 F66F0B 56 D2, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm2 op2=r;xmm2 k3 decopt=NoInvalidCheck
62 F66F0B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32
62 F64F0B 56 D6, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, Vfcmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm6 k3

62 F64F2B 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1
62 F64FBD 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;4;1;Broadcast256_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64F28 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 co=0;0;0;0;6;1
62 F64F2B 56 D3, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm3 k3
62 D64F2B 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F2B565001
62 E64F2B 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F2B565001
62 F66F2B 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm2 op2=m;ds;bx;si;1;32;1;Packed256_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F2B 56 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32
62 F66F2B 56 D3, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm2 op2=r;ymm3 k3 decopt=NoInvalidCheck
62 F66F2B 56 D3, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32
62 F64F2B 56 D2, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm2 k3 decopt=NoInvalidCheck
62 F64F2B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32
62 F66F2B 56 D2, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm2 op2=r;ymm2 k3 decopt=NoInvalidCheck
62 F66F2B 56 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32
62 F64F2B 56 D6, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, Vfcmaddcph, 3, op0=r;ymm2 op1=r;ymm6 op2=r;ymm6 k3

62 F64F4B 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1
62 F64FDD 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;4;1;Broadcast512_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64F48 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 co=0;0;0;0;6;1
62 F64FDB 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 zmsk rc-ru
62 F64F1B 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rn
62 F64F4B 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3
62 F64F3B 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm3 k3 rc-rd
62 D64F4B 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F4B565001
62 E64F4B 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64F4B565001
62 F66F4B 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm2 op2=m;ds;bx;si;1;64;1;Packed512_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66F4B 56 50 01, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F66FDB 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm2 op2=r;zmm3 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F66FDB 56 D3, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F64FDB 56 D2, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm2 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F64FDB 56 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F66FDB 56 D2, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm2 op2=r;zmm2 k3 zmsk rc-ru decopt=NoInvalidCheck
62 F66FDB 56 D2, INVALID, INVALID, 0, code=EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er
62 F64FDB 56 D6, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, Vfcmaddcph, 3, op0=r;zmm2 op1=r;zmm6 op2=r;zmm6 k3 zmsk rc-ru

62 F64E0B 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1
62 F64E9D 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Broadcast128_2xFloat16 bcst k5 zmsk co=0;0;0;0;6;1
62 F64E08 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 co=0;0;0;0;6;1
62 F64E0B 56 D3, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 D64E0B 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E0B565001
62 E64E0B 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 enc=62F64E0B565001
62 F66E0B 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, Vfmaddcph, 3, op0=r;xmm2 op1=r;xmm2 op2=m;ds;bx;si;1;16;1;Packed128_2xFloat16 k3 co=0;0;0;0;6;1 decopt=NoInvalidCheck
62 F66E0B 56 50 01, INVALID, INVALID, 0, code=EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32
