# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# ⚠️This file was generated by GENERATOR!🦹‍♂️

INVALID, INVALID, Unknown, Unknown, legacy, , legacy, 00, <invalid>, <invalid>, no-instr 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Tdpbssd_tmm_tmm_tmm, Tdpbssd, Unknown, Unknown, VEX, F2, 0F38, 5E, VEX.128.F2.0F38.W0 5E 11:rrr:bbb, TDPBSSD tmm1| tmm2| tmm3, 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=tmm_reg;tmm_rm;tmm_vvvv unique-reg-nums intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-abort
Fnstdw_AX, Fnstdw, Unknown, Unknown, legacy, , legacy, DFE1, DF E1, FNSTDW AX, dec-opt=OldFpu 16 32 cpl0 cpl1 cpl2 cpl3 op=ax intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort nowait
Fnstsg_AX, Fnstsg, Unknown, Unknown, legacy, , legacy, DFE2, DF E2, FNSTSG AX, dec-opt=OldFpu 16 32 cpl0 cpl1 cpl2 cpl3 op=ax intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort nowait
Rdshr_rm32, Rdshr, UInt32, Unknown, legacy, , 0F, 36, 0F 36 /0, RDSHR r/m32, dec-opt=Cyrix g=0 16 32 cpl0 op=r32_or_mem intel16 intel32 amd16 amd32 rm pm cm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Wrshr_rm32, Wrshr, UInt32, Unknown, legacy, , 0F, 37, 0F 37 /0, WRSHR r/m32, dec-opt=Cyrix g=0 16 32 cpl0 op=r32_or_mem intel16 intel32 amd16 amd32 rm pm cm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Smint, Smint, Unknown, Unknown, legacy, , 0F, 38, 0F 38, SMINT, dec-opt=Cyrix 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Dmint, Dmint, Unknown, Unknown, legacy, , 0F, 39, 0F 39, DMINT, dec-opt=Cyrix_DMI 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Rdm, Rdm, Unknown, Unknown, legacy, , 0F, 3A, 0F 3A, RDM, dec-opt=Cyrix_DMI 16 32 cpl0 save-restore intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Svdc_m80_Sreg, Svdc, SegmentDescSelector, Unknown, legacy, , 0F, 78, 0F 78 /r, SVDC m80| Sreg, dec-opt=Cyrix 16 32 cpl0 op=mem;seg_reg intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Rsdc_Sreg_m80, Rsdc, SegmentDescSelector, Unknown, legacy, , 0F, 79, 0F 79 /r, RSDC Sreg| m80, dec-opt=Cyrix 16 32 cpl0 op=seg_reg;mem intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Svldt_m80, Svldt, SegmentDescSelector, Unknown, legacy, , 0F, 7A, 0F 7A /0, SVLDT m80, dec-opt=Cyrix g=0 16 32 cpl0 op=mem intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Rsldt_m80, Rsldt, SegmentDescSelector, Unknown, legacy, , 0F, 7B, 0F 7B /0, RSLDT m80, dec-opt=Cyrix g=0 16 32 cpl0 op=mem intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Svts_m80, Svts, SegmentDescSelector, Unknown, legacy, , 0F, 7C, 0F 7C /0, SVTS m80, dec-opt=Cyrix g=0 16 32 cpl0 op=mem intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Rsts_m80, Rsts, SegmentDescSelector, Unknown, legacy, , 0F, 7D, 0F 7D /0, RSTS m80, dec-opt=Cyrix g=0 16 32 cpl0 op=mem intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Smint_0F7E, Smint, Unknown, Unknown, legacy, , 0F, 7E, 0F 7E, SMINT, dec-opt=Cyrix_SMINT_0F7E 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Bb0_reset, Bb0_reset, Unknown, Unknown, legacy, , 0F, 3A, 0F 3A, BB0_RESET, dec-opt=Cyrix 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Bb1_reset, Bb1_reset, Unknown, Unknown, legacy, , 0F, 3B, 0F 3B, BB1_RESET, dec-opt=Cyrix 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Cpu_write, Cpu_write, Unknown, Unknown, legacy, , 0F, 3C, 0F 3C, CPU_WRITE, dec-opt=Cyrix 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Cpu_read, Cpu_read, Unknown, Unknown, legacy, , 0F, 3D, 0F 3D, CPU_READ, dec-opt=Cyrix 16 32 cpl0 intel16 intel32 amd16 amd32 rm pm cm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam priv
Altinst, Altinst, Unknown, Unknown, legacy, , 0F, 3F, 0F 3F, ALTINST, dec-opt=ALTINST 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Paveb_mm_mmm64, Paveb, Packed64_UInt8, Unknown, legacy, , 0F, 50, 0F 50 /r, PAVEB mm| mm/m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Paddsiw_mm_mmm64, Paddsiw, Packed64_Int16, Unknown, legacy, , 0F, 51, 0F 51 /r, PADDSIW mm| mm/m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmagw_mm_mmm64, Pmagw, Packed64_UInt16, Unknown, legacy, , 0F, 52, 0F 52 /r, PMAGW mm| mm/m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pdistib_mm_m64, Pdistib, Packed64_UInt8, Unknown, legacy, , 0F, 54, 0F 54 /r, PDISTIB mm| m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Psubsiw_mm_mmm64, Psubsiw, Packed64_Int16, Unknown, legacy, , 0F, 55, 0F 55 /r, PSUBSIW mm| mm/m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmvzb_mm_m64, Pmvzb, Packed64_UInt8, Unknown, legacy, , 0F, 58, 0F 58 /r, PMVZB mm| m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmulhrw_mm_mmm64, Pmulhrw, Packed64_Int16, Unknown, legacy, , 0F, 59, 0F 59 /r, PMULHRW mm| mm/m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmvnzb_mm_m64, Pmvnzb, Packed64_UInt8, Unknown, legacy, , 0F, 5A, 0F 5A /r, PMVNZB mm| m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmvlzb_mm_m64, Pmvlzb, Packed64_Int8, Unknown, legacy, , 0F, 5B, 0F 5B /r, PMVLZB mm| m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmvgezb_mm_m64, Pmvgezb, Packed64_Int8, Unknown, legacy, , 0F, 5C, 0F 5C /r, PMVGEZB mm| m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmulhriw_mm_mmm64, Pmulhriw, Packed64_Int16, Unknown, legacy, , 0F, 5D, 0F 5D /r, PMULHRIW mm| mm/m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mm_or_mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pmachriw_mm_m64, Pmachriw, Packed64_UInt16, Unknown, legacy, , 0F, 5E, 0F 5E /r, PMACHRIW mm| m64, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 op=mm_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_D9D7, Undoc, Unknown, Unknown, legacy, , legacy, D9D7, D9 D7, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_D9E2, Undoc, Unknown, Unknown, legacy, , legacy, D9E2, D9 E2, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Ftstp, Ftstp, Unknown, Unknown, legacy, , legacy, D9E6, D9 E6, FTSTP, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_D9E7, Undoc, Unknown, Unknown, legacy, , legacy, D9E7, D9 E7, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Frint2, Frint2, Unknown, Unknown, legacy, , legacy, DBFC, DB FC, FRINT2, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Frichop, Frichop, Unknown, Unknown, legacy, , legacy, DDFC, DD FC, FRICHOP, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_DED8, Undoc, Unknown, Unknown, legacy, , legacy, DED8, DE D8, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_DEDA, Undoc, Unknown, Unknown, legacy, , legacy, DEDA, DE DA, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_DEDC, Undoc, Unknown, Unknown, legacy, , legacy, DEDC, DE DC, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_DEDD, Undoc, Unknown, Unknown, legacy, , legacy, DEDD, DE DD, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cyrix_DEDE, Undoc, Unknown, Unknown, legacy, , legacy, DEDE, DE DE, UNDOC, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Frinear, Frinear, Unknown, Unknown, legacy, , legacy, DFFC, DF FC, FRINEAR, dec-opt=Cyrix 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Tdcall, Tdcall, Unknown, Unknown, legacy, 66, 0F, 01CC, 66 0F 01 CC, TDCALL, 16 32 64 cpl0 intel16 intel32 intel64 amd16 amd32 amd64 rm pm cm lm outside-smm in-smm outside-sgx in-vmx-non-root-op outside-seam in-seam intel-vm-exit tsx-impl-abort priv
Seamret, Seamret, Unknown, Unknown, legacy, 66, 0F, 01CD, 66 0F 01 CD, SEAMRET, 64 cpl0 intel64 amd64 lm outside-smm in-smm outside-sgx in-vmx-root-op in-seam tsx-impl-abort priv
Seamops, Seamops, Unknown, Unknown, legacy, 66, 0F, 01CE, 66 0F 01 CE, SEAMOPS, 64 cpl0 intel64 amd64 lm outside-smm in-smm outside-sgx in-vmx-root-op in-seam tsx-impl-abort priv
Seamcall, Seamcall, Unknown, Unknown, legacy, 66, 0F, 01CF, 66 0F 01 CF, SEAMCALL, 64 cpl0 intel64 amd64 lm outside-smm outside-sgx in-vmx-root-op in-vmx-non-root-op outside-seam intel-vm-exit tsx-impl-abort priv
Aesencwide128kl_m384, Aesencwide128kl, KLHandleAes128, Unknown, legacy, F3, 0F38, D8, F3 0F 38 D8 !(11):000:bbb, AESENCWIDE128KL m384| <XMM0-7>, g=0 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Aesdecwide128kl_m384, Aesdecwide128kl, KLHandleAes128, Unknown, legacy, F3, 0F38, D8, F3 0F 38 D8 !(11):001:bbb, AESDECWIDE128KL m384| <XMM0-7>, g=1 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Aesencwide256kl_m512, Aesencwide256kl, KLHandleAes256, Unknown, legacy, F3, 0F38, D8, F3 0F 38 D8 !(11):010:bbb, AESENCWIDE256KL m512| <XMM0-7>, g=2 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Aesdecwide256kl_m512, Aesdecwide256kl, KLHandleAes256, Unknown, legacy, F3, 0F38, D8, F3 0F 38 D8 !(11):011:bbb, AESDECWIDE256KL m512| <XMM0-7>, g=3 16 32 64 cpl0 cpl1 cpl2 cpl3 op=mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Loadiwkey_xmm_xmm, Loadiwkey, Unknown, Unknown, legacy, F3, 0F38, DC, F3 0F 38 DC 11:rrr:bbb, LOADIWKEY xmm1| xmm2| <EAX>| <XMM0>, 16 32 64 cpl0 op=xmm_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 rm pm cm lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-may-vm-exit tsx-impl-abort priv
Aesenc128kl_xmm_m384, Aesenc128kl, KLHandleAes128, Unknown, legacy, F3, 0F38, DC, F3 0F 38 DC !(11):rrr:bbb, AESENC128KL xmm| m384, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Aesdec128kl_xmm_m384, Aesdec128kl, KLHandleAes128, Unknown, legacy, F3, 0F38, DD, F3 0F 38 DD !(11):rrr:bbb, AESDEC128KL xmm| m384, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Aesenc256kl_xmm_m512, Aesenc256kl, KLHandleAes256, Unknown, legacy, F3, 0F38, DE, F3 0F 38 DE !(11):rrr:bbb, AESENC256KL xmm| m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Aesdec256kl_xmm_m512, Aesdec256kl, KLHandleAes256, Unknown, legacy, F3, 0F38, DF, F3 0F 38 DF !(11):rrr:bbb, AESDEC256KL xmm| m512, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Encodekey128_r32_r32, Encodekey128, Unknown, Unknown, legacy, F3, 0F38, FA, F3 0F 38 FA 11:rrr:bbb, ENCODEKEY128 r32| r32| <XMM0-2>| <XMM4-6>, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r32_reg;r32_rm intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
Encodekey256_r32_r32, Encodekey256, Unknown, Unknown, legacy, F3, 0F38, FB, F3 0F 38 FB 11:rrr:bbb, ENCODEKEY256 r32| r32| <XMM0-6>, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r32_reg;r32_rm intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-impl-abort
VEX_Vbroadcastss_xmm_xmm, Vbroadcastss, Unknown, Unknown, VEX, 66, 0F38, 18, VEX.128.66.0F38.W0 18 /r, VBROADCASTSS xmm1| xmm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vbroadcastss_ymm_xmm, Vbroadcastss, Unknown, Unknown, VEX, 66, 0F38, 18, VEX.256.66.0F38.W0 18 /r, VBROADCASTSS ymm1| xmm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vbroadcastsd_ymm_xmm, Vbroadcastsd, Unknown, Unknown, VEX, 66, 0F38, 19, VEX.256.66.0F38.W0 19 /r, VBROADCASTSD ymm1| xmm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Vmgexit_F2, Vmgexit, Unknown, Unknown, legacy, F2, 0F, 01D9, F2 0F 01 D9, VMGEXIT, 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam amd-vm-exit
Uiret, Uiret, Unknown, Unknown, legacy, F3, 0F, 01EC, F3 0F 01 EC, UIRET, 64 cpl0 cpl1 cpl2 cpl3 stack intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-abort
Testui, Testui, Unknown, Unknown, legacy, F3, 0F, 01ED, F3 0F 01 ED, TESTUI, 64 cpl0 cpl1 cpl2 cpl3 intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Clui, Clui, Unknown, Unknown, legacy, F3, 0F, 01EE, F3 0F 01 EE, CLUI, 64 cpl0 cpl1 cpl2 cpl3 intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-abort
Stui, Stui, Unknown, Unknown, legacy, F3, 0F, 01EF, F3 0F 01 EF, STUI, 64 cpl0 cpl1 cpl2 cpl3 intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-abort
Senduipi_r64, Senduipi, Unknown, Unknown, legacy, F3, 0F, C7, F3 0F C7 /6, SENDUIPI r64, g=6 64 cpl0 cpl1 cpl2 cpl3 op=r64_rm intel64 amd64 lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-may-vm-exit fo64
Hreset_imm8, Hreset, Unknown, Unknown, legacy, F3, 0F3A, F0C0, F3 0F 3A F0 C0 ib, HRESET imm8| <EAX>, 16 32 64 cpl0 op=imm8 intel16 intel32 intel64 amd16 amd32 amd64 rm pm cm lm outside-smm in-smm outside-sgx outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam tsx-abort priv
VEX_Vpdpbusd_xmm_xmm_xmmm128, Vpdpbusd, Packed128_Int8, Unknown, VEX, 66, 0F38, 50, VEX.128.66.0F38.W0 50 /r, VPDPBUSD xmm1| xmm2| xmm3/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vpdpbusd_ymm_ymm_ymmm256, Vpdpbusd, Packed256_Int8, Unknown, VEX, 66, 0F38, 50, VEX.256.66.0F38.W0 50 /r, VPDPBUSD ymm1| ymm2| ymm3/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_vvvv;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
