# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

00 CE, Add_rm8_r8
62 F379E8 D0 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 F379F8 D0 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 F37908 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 73791B D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 E37928 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 637938 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 D37948 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 B37958 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 937968 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 F37978 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 F37988 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 737998 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 E379A8 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 6379B8 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 D379C8 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 B379D8 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 9379E8 D0 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 F379F8 D0 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D0, KNC
62 F37908 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 737918 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 E37928 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 637938 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F3794B D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37958 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37968 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37978 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37988 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37998 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379A8 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379B8 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379C8 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379D8 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379E8 D1 50 01 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379F8 D1 50 01 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37908 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 73791B D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 E37928 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 637938 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 D37948 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 B37958 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 937968 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37978 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F37988 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 737998 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 E379A8 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 6379B8 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 D379C8 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 B379D8 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 9379E8 D1 D3 5A, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F379F8 D1 D3 A5, MVEX_Undoc_zmm_k1_zmmmt_imm8_512_66_0F3A_W0_D1, KNC
62 F3FB08 E6 50 01 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 73FB18 E6 50 01 A5, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 E3FB28 E6 50 01 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F3FB88 E6 50 01 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F3FB98 E6 50 01 A5, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F3FBA8 E6 50 01 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F3FB08 E6 D3 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 73FB1B E6 D3 A5, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 E3FB28 E6 D3 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 63FB38 E6 D3 A5, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 D3FB48 E6 D3 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 B3FB58 E6 D3 A5, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 93FB68 E6 D3 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F3FB78 E6 D3 A5, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F3FB88 E6 D3 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 D3FBC8 E6 D3 5A, MVEX_Vcvtfxpntpd2dq_zmm_k1_zmmmt_imm8, KNC
62 F17808 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 617838 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F1784B 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F17858 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F17868 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F17878 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F17888 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F178B8 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F178C8 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F178D8 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F178E8 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F178F8 29 50 01, MVEX_Vmovaps_mt_k1_zmm, KNC
62 F1F90D 29 50 01, MVEX_Vmovapd_mt_k1_zmm, KNC
62 61F988 29 50 01, MVEX_Vmovapd_mt_k1_zmm, KNC
62 F17908 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 E1794B 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 717958 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F17968 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F17978 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F17988 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F179C8 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F179D8 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F179E8 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F179F8 7F 50 01, MVEX_Vmovdqa32_mt_k1_zmm, KNC
62 F1F90D 7F 50 01, MVEX_Vmovdqa64_mt_k1_zmm, KNC
62 61F988 7F 50 01, MVEX_Vmovdqa64_mt_k1_zmm, KNC
62 F27908 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F2794B D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F27958 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F27968 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F27978 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 627988 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F279C8 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F279D8 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F279E8 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F279F8 D0 50 01, MVEX_Vpackstoreld_mt_k1_zmm, KNC
62 F2F90D D0 50 01, MVEX_Vpackstorelq_mt_k1_zmm, KNC
62 62F988 D0 50 01, MVEX_Vpackstorelq_mt_k1_zmm, KNC
62 F27908 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 627938 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F2794B D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F27958 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F27968 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F27978 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F27988 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F279B8 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F279C8 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F279D8 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F279E8 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F279F8 D1 50 01, MVEX_Vpackstorelps_mt_k1_zmm, KNC
62 F2F90D D1 50 01, MVEX_Vpackstorelpd_mt_k1_zmm, KNC
62 62F988 D1 50 01, MVEX_Vpackstorelpd_mt_k1_zmm, KNC
62 F27908 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F2794B D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F27958 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F27968 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F27978 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 627988 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F279C8 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F279D8 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F279E8 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F279F8 D4 50 01, MVEX_Vpackstorehd_mt_k1_zmm, KNC
62 F2F90D D4 50 01, MVEX_Vpackstorehq_mt_k1_zmm, KNC
62 62F988 D4 50 01, MVEX_Vpackstorehq_mt_k1_zmm, KNC
62 F27908 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 627938 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F2794B D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F27958 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F27968 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F27978 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F27988 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F279B8 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F279C8 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F279D8 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F279E8 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F279F8 D5 50 01, MVEX_Vpackstorehps_mt_k1_zmm, KNC
62 F2F90D D5 50 01, MVEX_Vpackstorehpd_mt_k1_zmm, KNC
62 62F988 D5 50 01, MVEX_Vpackstorehpd_mt_k1_zmm, KNC
62 F1FA08 29 50 01, MVEX_Vmovnrapd_m_k1_zmm, KNC
62 61FA0D 29 50 01, MVEX_Vmovnrapd_m_k1_zmm, KNC
62 F1FA88 29 50 01, MVEX_Vmovnrngoapd_m_k1_zmm, KNC
62 61FA8D 29 50 01, MVEX_Vmovnrngoapd_m_k1_zmm, KNC
62 F17B08 29 50 01, MVEX_Vmovnraps_m_k1_zmm, KNC
62 617B38 29 50 01, MVEX_Vmovnraps_m_k1_zmm, KNC
62 F17B4B 29 50 01, MVEX_Vmovnraps_m_k1_zmm, KNC
62 F17B58 29 50 01, MVEX_Vmovnraps_m_k1_zmm, KNC
62 F17B68 29 50 01, MVEX_Vmovnraps_m_k1_zmm, KNC
62 F17B78 29 50 01, MVEX_Vmovnraps_m_k1_zmm, KNC
62 F17B88 29 50 01, MVEX_Vmovnrngoaps_m_k1_zmm, KNC
62 617BB8 29 50 01, MVEX_Vmovnrngoaps_m_k1_zmm, KNC
62 F17BCB 29 50 01, MVEX_Vmovnrngoaps_m_k1_zmm, KNC
62 F17BD8 29 50 01, MVEX_Vmovnrngoaps_m_k1_zmm, KNC
62 F17BE8 29 50 01, MVEX_Vmovnrngoaps_m_k1_zmm, KNC
62 F17BF8 29 50 01, MVEX_Vmovnrngoaps_m_k1_zmm, KNC
62 F14808 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 714818 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 E14828 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 614838 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F1484B 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14858 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14868 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14878 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14888 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14898 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F148A8 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F148B8 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F148C8 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F108D8 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F148E0 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F108F0 58 50 01, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14808 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 71481B 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 E14828 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 614838 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 D14848 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 B14858 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 914868 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14878 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F14888 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 714898 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 E148A8 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 6148B8 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 D148C8 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 B108D8 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 9148E0 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F108F0 58 D3, MVEX_Vaddps_zmm_k1_zmm_zmmmt, KNC
62 F1C908 58 50 01, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 71C918 58 50 01, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 E1C928 58 50 01, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F1C988 58 50 01, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F1C998 58 50 01, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 58 50 01, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F1C908 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 71C91B 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 E1C928 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 61C938 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 D1C948 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 B1C958 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 91C968 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F1C978 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F1C988 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 71C998 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 E1C9A8 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 61C9B8 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 D1C9C8 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 B189D8 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 91C9E0 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F189F0 58 D3, MVEX_Vaddpd_zmm_k1_zmm_zmmmt, KNC
62 F14808 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 714818 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 E14828 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 614838 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F1484B 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14858 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14868 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14878 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14888 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14898 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F148A8 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F148B8 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F148C8 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F108D8 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F148E0 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F108F0 59 50 01, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14808 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 71481B 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 E14828 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 614838 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 D14848 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 B14858 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 914868 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14878 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F14888 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 714898 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 E148A8 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 6148B8 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 D148C8 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 B108D8 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 9148E0 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F108F0 59 D3, MVEX_Vmulps_zmm_k1_zmm_zmmmt, KNC
62 F1C908 59 50 01, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 71C918 59 50 01, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 E1C928 59 50 01, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F1C988 59 50 01, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F1C998 59 50 01, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F1C9A8 59 50 01, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F1C908 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 71C91B 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 E1C928 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 61C938 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 D1C948 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 B1C958 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 91C968 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F1C978 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F1C988 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 71C998 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 E1C9A8 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 61C9B8 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 D1C9C8 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 B189D8 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 91C9E0 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F189F0 59 D3, MVEX_Vmulpd_zmm_k1_zmm_zmmmt, KNC
62 F14808 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 714818 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 E14828 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 614838 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F1484B 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14858 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14868 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14878 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14888 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14898 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F148A8 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F148B8 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F148C8 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F108D8 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F148E0 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F108F0 5C 50 01, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14808 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 71481B 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 E14828 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 614838 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 D14848 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 B14858 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 914868 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14878 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 F14888 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 714898 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 E148A8 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 6148B8 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
62 D148C8 5C D3, MVEX_Vsubps_zmm_k1_zmm_zmmmt, KNC
