# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

REP movsb %fs:(%rsi),%es:(%rdi)
rep movsb %fs:(%rsi),%es:(%rdi)

repnz lods (%si),%eax
repnz scas (%di),%al
repnz scas (%di),%ax
repnz scas (%di),%eax

mov 1(%rax),%al
mov 1(%rax),%al
mov 1(%rax),%al
mov 1(%rax),%al

rorb $0xa5,(%rax)
rorb $0xa5,(%rax)
rorb $0xa5,(%rax)
rorb $0xa5,(%rax)
