# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# invalid instruction
26262626262626262626262626262626, INVALID, Legacy, INTEL8086, flow=Exception
# vdivph xmm2,xmm6,[rax+10h]
62 F54C08 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vdivph xmm2{k3},xmm6,xmm3
62 F54C0B 5E D3, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vdivph xmm2{k5}{z},xmm6,word bcst [rax+2]
62 F54C9D 5E 50 01, EVEX_Vdivph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k5 r=xmm6 r=rax rm=ds:rax+0x2;Broadcast128_Float16
# vdivph ymm2,ymm6,[rax+20h]
62 F54C28 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vdivph ymm2{k3},ymm6,ymm3
62 F54C2B 5E D3, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vdivph ymm2{k5}{z},ymm6,word bcst [rax+2]
62 F54CBD 5E 50 01, EVEX_Vdivph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k5 r=ymm6 r=rax rm=ds:rax+0x2;Broadcast256_Float16
# vdivph zmm2,zmm6,[rax+40h]
62 F54C48 5E 50 01, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vdivph zmm2{k3},zmm6,zmm3{rn-sae}
62 F54C1B 5E D3, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vdivph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F54CDB 5E D3, EVEX_Vdivph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k3 r=zmm6 r=zmm3
# vdivsh xmm2,xmm6,word ptr [rax+2]
62 F54E08 5E 50 01, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x2;Float16
# vdivsh xmm2{k3},xmm6,xmm3
62 F54E0B 5E D3, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vdivsh xmm2{k3}{z},xmm6,xmm3{ru-sae}
62 F54EDB 5E D3, EVEX_Vdivsh_xmm_k1z_xmm_xmmm16_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vfcmaddcph xmm2,xmm6,[rax+10h]
62 F64F08 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_2xFloat16
# vfcmaddcph xmm2{k3},xmm6,xmm3
62 F64F0B 56 D3, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfcmaddcph xmm2{k5}{z},xmm6,dword bcst [rax+4]
62 F64F9D 56 50 01, EVEX_Vfcmaddcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k5 r=xmm6 r=rax rm=ds:rax+0x4;Broadcast128_2xFloat16
# vfcmaddcph ymm2,ymm6,[rax+20h]
62 F64F28 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_2xFloat16
# vfcmaddcph ymm2{k3},ymm6,ymm3
62 F64F2B 56 D3, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfcmaddcph ymm2{k5}{z},ymm6,dword bcst [rax+4]
62 F64FBD 56 50 01, EVEX_Vfcmaddcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k5 r=ymm6 r=rax rm=ds:rax+0x4;Broadcast256_2xFloat16
# vfcmaddcph zmm2,zmm6,[rax+40h]
62 F64F48 56 50 01, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_2xFloat16
# vfcmaddcph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64F1B 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfcmaddcph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64FDB 56 D3, EVEX_Vfcmaddcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddcph xmm2,xmm6,[rax+10h]
62 F64E08 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_2xFloat16
# vfmaddcph xmm2{k3},xmm6,xmm3
62 F64E0B 56 D3, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmaddcph xmm2{k5}{z},xmm6,dword bcst [rax+4]
62 F64E9D 56 50 01, EVEX_Vfmaddcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k5 r=xmm6 r=rax rm=ds:rax+0x4;Broadcast128_2xFloat16
# vfmaddcph ymm2,ymm6,[rax+20h]
62 F64E28 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_2xFloat16
# vfmaddcph ymm2{k3},ymm6,ymm3
62 F64E2B 56 D3, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmaddcph ymm2{k5}{z},ymm6,dword bcst [rax+4]
62 F64EBD 56 50 01, EVEX_Vfmaddcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k5 r=ymm6 r=rax rm=ds:rax+0x4;Broadcast256_2xFloat16
# vfmaddcph zmm2,zmm6,[rax+40h]
62 F64E48 56 50 01, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_2xFloat16
# vfmaddcph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64E1B 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddcph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64EDB 56 D3, EVEX_Vfmaddcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfcmaddcsh xmm2,xmm6,[rax+4]
62 F64F08 57 50 01, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x4;Packed32_Float16
# vfcmaddcsh xmm2{k3},xmm6,xmm3
62 F64F0B 57 D3, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfcmaddcsh xmm2{k3}{z},xmm6,xmm3{ru-sae}
62 F64FDB 57 D3, EVEX_Vfcmaddcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmaddcsh xmm2,xmm6,[rax+4]
62 F64E08 57 50 01, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x4;Packed32_Float16
# vfmaddcsh xmm2{k3},xmm6,xmm3
62 F64E0B 57 D3, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmaddcsh xmm2{k3}{z},xmm6,xmm3{ru-sae}
62 F64EDB 57 D3, EVEX_Vfmaddcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfcmulcph xmm2,xmm6,[rax+10h]
62 F64F08 D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_2xFloat16
# vfcmulcph xmm2{k3},xmm6,xmm3
62 F64F0B D6 D3, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfcmulcph xmm2{k5}{z},xmm6,dword bcst [rax+4]
62 F64F9D D6 50 01, EVEX_Vfcmulcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k5 r=xmm6 r=rax rm=ds:rax+0x4;Broadcast128_2xFloat16
# vfcmulcph ymm2,ymm6,[rax+20h]
62 F64F28 D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_2xFloat16
# vfcmulcph ymm2{k3},ymm6,ymm3
62 F64F2B D6 D3, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfcmulcph ymm2{k5}{z},ymm6,dword bcst [rax+4]
62 F64FBD D6 50 01, EVEX_Vfcmulcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k5 r=ymm6 r=rax rm=ds:rax+0x4;Broadcast256_2xFloat16
# vfcmulcph zmm2,zmm6,[rax+40h]
62 F64F48 D6 50 01, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_2xFloat16
# vfcmulcph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64F1B D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfcmulcph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64FDB D6 D3, EVEX_Vfcmulcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k3 r=zmm6 r=zmm3
# vfmulcph xmm2,xmm6,[rax+10h]
62 F64E08 D6 50 01, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_2xFloat16
# vfmulcph xmm2{k3},xmm6,xmm3
62 F64E0B D6 D3, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmulcph xmm2{k5}{z},xmm6,dword bcst [rax+4]
62 F64E9D D6 50 01, EVEX_Vfmulcph_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k5 r=xmm6 r=rax rm=ds:rax+0x4;Broadcast128_2xFloat16
# vfmulcph ymm2,ymm6,[rax+20h]
62 F64E28 D6 50 01, EVEX_Vfmulcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_2xFloat16
# vfmulcph ymm2{k3},ymm6,ymm3
62 F64E2B D6 D3, EVEX_Vfmulcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmulcph ymm2{k5}{z},ymm6,dword bcst [rax+4]
62 F64EBD D6 50 01, EVEX_Vfmulcph_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k5 r=ymm6 r=rax rm=ds:rax+0x4;Broadcast256_2xFloat16
# vfmulcph zmm2,zmm6,[rax+40h]
62 F64E48 D6 50 01, EVEX_Vfmulcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_2xFloat16
# vfmulcph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64E1B D6 D3, EVEX_Vfmulcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmulcph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64EDB D6 D3, EVEX_Vfmulcph_zmm_k1z_zmm_zmmm512b32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k3 r=zmm6 r=zmm3
# vfcmulcsh xmm2,xmm6,[rax+4]
62 F64F08 D7 50 01, EVEX_Vfcmulcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x4;Packed32_Float16
# vfcmulcsh xmm2{k3},xmm6,xmm3
62 F64F0B D7 D3, EVEX_Vfcmulcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfcmulcsh xmm2{k3}{z},xmm6,xmm3{ru-sae}
62 F64FDB D7 D3, EVEX_Vfcmulcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vfmulcsh xmm2,xmm6,[rax+4]
62 F64E08 D7 50 01, EVEX_Vfmulcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=xmm6 r=rax rm=ds:rax+0x4;Packed32_Float16
# vfmulcsh xmm2{k3},xmm6,xmm3
62 F64E0B D7 D3, EVEX_Vfmulcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmulcsh xmm2{k3}{z},xmm6,xmm3{ru-sae}
62 F64EDB D7 D3, EVEX_Vfmulcsh_xmm_k1z_xmm_xmmm32_er, EVEX, AVX512_FP16, op0=w op1=r op2=r w=vmm2 r=k3 r=xmm6 r=xmm3
# vfmaddsub132ph xmm2,xmm6,[rax+10h]
62 F64D08 96 50 01, EVEX_Vfmaddsub132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmaddsub132ph xmm18{k3},xmm14,xmm3
62 E60D0B 96 D3, EVEX_Vfmaddsub132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmaddsub132ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B 96 D3, EVEX_Vfmaddsub132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmaddsub132ph ymm2,ymm6,[rax+20h]
62 F64D28 96 50 01, EVEX_Vfmaddsub132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmaddsub132ph ymm18{k3},ymm14,ymm3
62 E60D2B 96 D3, EVEX_Vfmaddsub132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmaddsub132ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB 96 D3, EVEX_Vfmaddsub132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmaddsub132ph zmm2,zmm6,[rax+40h]
62 F64D48 96 50 01, EVEX_Vfmaddsub132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmaddsub132ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B 96 D3, EVEX_Vfmaddsub132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddsub132ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB 96 D3, EVEX_Vfmaddsub132ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddsub213ph xmm2,xmm6,[rax+10h]
62 F64D08 A6 50 01, EVEX_Vfmaddsub213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmaddsub213ph xmm18{k3},xmm14,xmm3
62 E60D0B A6 D3, EVEX_Vfmaddsub213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmaddsub213ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B A6 D3, EVEX_Vfmaddsub213ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmaddsub213ph ymm2,ymm6,[rax+20h]
62 F64D28 A6 50 01, EVEX_Vfmaddsub213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmaddsub213ph ymm18{k3},ymm14,ymm3
62 E60D2B A6 D3, EVEX_Vfmaddsub213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmaddsub213ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB A6 D3, EVEX_Vfmaddsub213ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmaddsub213ph zmm2,zmm6,[rax+40h]
62 F64D48 A6 50 01, EVEX_Vfmaddsub213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=zmm6 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmaddsub213ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B A6 D3, EVEX_Vfmaddsub213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddsub213ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB A6 D3, EVEX_Vfmaddsub213ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddsub231ph xmm2,xmm6,[rax+10h]
62 F64D08 B6 50 01, EVEX_Vfmaddsub231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmaddsub231ph xmm18{k3},xmm14,xmm3
62 E60D0B B6 D3, EVEX_Vfmaddsub231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmaddsub231ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B B6 D3, EVEX_Vfmaddsub231ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmaddsub231ph ymm2,ymm6,[rax+20h]
62 F64D28 B6 50 01, EVEX_Vfmaddsub231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmaddsub231ph ymm18{k3},ymm14,ymm3
62 E60D2B B6 D3, EVEX_Vfmaddsub231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmaddsub231ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB B6 D3, EVEX_Vfmaddsub231ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
# vfmaddsub231ph zmm2,zmm6,[rax+40h]
62 F64D48 B6 50 01, EVEX_Vfmaddsub231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm6 r=zmm2 r=rax rm=ds:rax+0x40;Packed512_Float16
# vfmaddsub231ph zmm2{k3},zmm6,zmm3{rn-sae}
62 F64D1B B6 D3, EVEX_Vfmaddsub231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rcw op1=r op2=r cw=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmaddsub231ph zmm2{k3}{z},zmm6,zmm3{ru-sae}
62 F64DDB B6 D3, EVEX_Vfmaddsub231ph_zmm_k1z_zmm_zmmm512b16_er, EVEX, AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=zmm2 r=k3 r=zmm6 r=zmm3
# vfmsubadd132ph xmm2,xmm6,[rax+10h]
62 F64D08 97 50 01, EVEX_Vfmsubadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=xmm6 r=rax rm=ds:rax+0x10;Packed128_Float16
# vfmsubadd132ph xmm18{k3},xmm14,xmm3
62 E60D0B 97 D3, EVEX_Vfmsubadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=xmm18 r=k3 r=xmm14 r=xmm3
# vfmsubadd132ph xmm2{k3}{z},xmm6,xmm3
62 F64D8B 97 D3, EVEX_Vfmsubadd132ph_xmm_k1z_xmm_xmmm128b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=xmm2 r=k3 r=xmm6 r=xmm3
# vfmsubadd132ph ymm2,ymm6,[rax+20h]
62 F64D28 97 50 01, EVEX_Vfmsubadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=ymm6 r=rax rm=ds:rax+0x20;Packed256_Float16
# vfmsubadd132ph ymm18{k3},ymm14,ymm3
62 E60D2B 97 D3, EVEX_Vfmsubadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm18 r=ymm18 r=k3 r=ymm14 r=ymm3
# vfmsubadd132ph ymm2{k3}{z},ymm6,ymm3
62 F64DAB 97 D3, EVEX_Vfmsubadd132ph_ymm_k1z_ymm_ymmm256b16, EVEX, AVX512VL;AVX512_FP16, op0=rw op1=r op2=r w=vmm2 r=ymm2 r=k3 r=ymm6 r=ymm3
