# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# pushw es
66 06, Pushw_ES, Legacy, INTEL8086, op0=r r=ss rw=xsp r=es wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
0F10 CE, Umov_rm8_r8, Legacy, UMOV, decopt=Umov op0=w op1=r w=dh r=cl
# umov [eax],bl
0F10 18, Umov_rm8_r8, Legacy, UMOV, decopt=Umov op0=w op1=r r=ds r=eax wm=ds:eax;UInt8 r=bl
# umov si,cx
66 0F11 CE, Umov_rm16_r16, Legacy, UMOV, decopt=Umov op0=w op1=r w=si r=cx
# umov [eax],bx
66 0F11 18, Umov_rm16_r16, Legacy, UMOV, decopt=Umov op0=w op1=r r=ds r=eax wm=ds:eax;UInt16 r=bx
# umov esi,ecx
0F11 CE, Umov_rm32_r32, Legacy, UMOV, decopt=Umov op0=w op1=r w=esi r=ecx
# umov [eax],ebx
0F11 18, Umov_rm32_r32, Legacy, UMOV, decopt=Umov op0=w op1=r r=ds r=eax wm=ds:eax;UInt32 r=ebx
# umov cl,dh
0F12 CE, Umov_r8_rm8, Legacy, UMOV, decopt=Umov op0=w op1=r w=cl r=dh
# umov bl,[eax]
0F12 18, Umov_r8_rm8, Legacy, UMOV, decopt=Umov op0=w op1=r w=bl r=ds r=eax rm=ds:eax;UInt8
# umov cx,si
66 0F13 CE, Umov_r16_rm16, Legacy, UMOV, decopt=Umov op0=w op1=r w=cx r=si
# umov bx,[eax]
66 0F13 18, Umov_r16_rm16, Legacy, UMOV, decopt=Umov op0=w op1=r w=bx r=ds r=eax rm=ds:eax;UInt16
# umov ecx,esi
0F13 CE, Umov_r32_rm32, Legacy, UMOV, decopt=Umov op0=w op1=r w=ecx r=esi
# umov ebx,[eax]
0F13 18, Umov_r32_rm32, Legacy, UMOV, decopt=Umov op0=w op1=r w=ebx r=ds r=eax rm=ds:eax;UInt32
# mov esi,tr3
0F24 DE, Mov_r32_tr, Legacy, MOV_TR, decopt=MovTr priv fu=oszacp op0=w op1=r w=esi r=tr3
# mov tr3,esi
0F26 DE, Mov_tr_r32, Legacy, MOV_TR, decopt=MovTr priv fu=oszacp op0=w op1=r w=tr3 r=esi
# xbts cx,si
66 0FA6 CE, Xbts_r16_rm16, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r rw=cx r=si r=ax;cl
# xbts bx,[eax]
66 0FA6 18, Xbts_r16_rm16, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r rw=bx r=ax;cl r=ds r=eax rm=ds:eax;UInt16
# xbts ecx,esi
0FA6 CE, Xbts_r32_rm32, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r rw=ecx r=esi r=eax;cl
# xbts ebx,[eax]
0FA6 18, Xbts_r32_rm32, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r rw=ebx r=eax;cl r=ds r=eax rm=ds:eax;UInt32
# ibts si,cx
66 0FA7 CE, Ibts_rm16_r16, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r rw=si r=cx r=ax;cl
# ibts [eax],bx
66 0FA7 18, Ibts_rm16_r16, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r r=ax;cl r=ds r=eax rwm=ds:eax;UInt16 r=bx
# ibts esi,ecx
0FA7 CE, Ibts_rm32_r32, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r rw=esi r=ecx r=eax;cl
# ibts [eax],ebx
0FA7 18, Ibts_rm32_r32, Legacy, INTEL386_A0_ONLY, decopt=Xbts op0=rw op1=r r=eax;cl r=ds r=eax rwm=ds:eax;UInt32 r=ebx
# cmpxchg486 dh,cl
0FA6 CE, Cmpxchg486_rm8_r8, Legacy, INTEL486_A_ONLY, decopt=Cmpxchg486A fw=acopsz op0=rcw op1=r rcw=dh r=cl rcw=al
# cmpxchg486 [eax],bl
0FA6 18, Cmpxchg486_rm8_r8, Legacy, INTEL486_A_ONLY, decopt=Cmpxchg486A fw=acopsz op0=rcw op1=r r=ds r=eax rcwm=ds:eax;UInt8 r=bl rcw=al
# cmpxchg486 si,cx
66 0FA7 CE, Cmpxchg486_rm16_r16, Legacy, INTEL486_A_ONLY, decopt=Cmpxchg486A fw=acopsz op0=rcw op1=r rcw=si r=cx rcw=ax
# cmpxchg486 [eax],bx
66 0FA7 18, Cmpxchg486_rm16_r16, Legacy, INTEL486_A_ONLY, decopt=Cmpxchg486A fw=acopsz op0=rcw op1=r r=ds r=eax rcwm=ds:eax;UInt16 r=bx rcw=ax
# cmpxchg486 esi,ecx
0FA7 CE, Cmpxchg486_rm32_r32, Legacy, INTEL486_A_ONLY, decopt=Cmpxchg486A fw=acopsz op0=rcw op1=r rcw=esi r=ecx rcw=eax
# cmpxchg486 [eax],ebx
0FA7 18, Cmpxchg486_rm32_r32, Legacy, INTEL486_A_ONLY, decopt=Cmpxchg486A fw=acopsz op0=rcw op1=r r=ds r=eax rcwm=ds:eax;UInt32 r=ebx rcw=eax
# umonitor bp
67 F3 0FAE F5, Umonitor_r16, Legacy, WAITPKG, op0=r r=ds;bp rm=ds:bp;UInt8
# umonitor ebp
F3 0FAE F5, Umonitor_r32, Legacy, WAITPKG, op0=r r=ds;ebp rm=ds:ebp;UInt8
# fs umonitor bp
64 67 F3 0FAE F5, Umonitor_r16, Legacy, WAITPKG, op0=r r=fs;bp rm=fs:bp;UInt8
# fs umonitor ebp
64 F3 0FAE F5, Umonitor_r32, Legacy, WAITPKG, op0=r r=fs;ebp rm=fs:ebp;UInt8
# jmpe near ptr 0A55Ah
66 0FB8 5AA5, Jmpe_disp16, Legacy, IA64, flow=UnconditionalBranch op0=r decopt=Jmpe
# jmpe near ptr 0A55A3412h
0FB8 12345AA5, Jmpe_disp32, Legacy, IA64, flow=UnconditionalBranch op0=r decopt=Jmpe
# movdir64b bx,[bx+si]
67 66 0F38F8 18, Movdir64b_r16_m512, Legacy, MOVDIR64B, op0=r op1=r r=bx r=ds r=es;bx r=si rm=ds:bx+si;UInt512 wm=es:bx;UInt512
# movdir64b ebx,[eax]
66 0F38F8 18, Movdir64b_r32_m512, Legacy, MOVDIR64B, op0=r op1=r r=es;ebx r=ds r=eax rm=ds:eax;UInt512 wm=es:ebx;UInt512
# enqcmds bx,[bx+si]
67 F3 0F38F8 18, Enqcmds_r16_m512, Legacy, ENQCMD, priv fw=z fc=acops op0=r op1=r r=bx r=ds r=es;bx r=si rm=ds:bx+si;UInt512 wm=es:bx;UInt512
# enqcmds ebx,[eax]
F3 0F38F8 18, Enqcmds_r32_m512, Legacy, ENQCMD, priv fw=z fc=acops op0=r op1=r r=es;ebx r=ds r=eax rm=ds:eax;UInt512 wm=es:ebx;UInt512
# enqcmd bx,[bx+si]
67 F2 0F38F8 18, Enqcmd_r16_m512, Legacy, ENQCMD, fw=z fc=acops op0=r op1=r r=bx r=ds r=es;bx r=si rm=ds:bx+si;UInt512 wm=es:bx;UInt512
# enqcmd ebx,[eax]
F2 0F38F8 18, Enqcmd_r32_m512, Legacy, ENQCMD, fw=z fc=acops op0=r op1=r r=es;ebx r=ds r=eax rm=ds:eax;UInt512 wm=es:ebx;UInt512
# pconfig
0F01 C5, Pconfig, Legacy, PCONFIG, priv fw=z fc=acops rw=eax cr=ecx;edx;ebx;ds cw=ecx;edx;ebx
# pconfig
67 64 0F01 C5, Pconfig, Legacy, PCONFIG, priv fw=z fc=acops rw=eax cr=ecx;edx;ebx;ds cw=ecx;edx;ebx
# tpause ebp
66 0FAE F5, Tpause_r32, Legacy, WAITPKG, fw=c fc=aopsz op0=r r=ebp r=eax;edx
# umwait ebp
F2 0FAE F5, Umwait_r32, Legacy, WAITPKG, fw=c fc=aopsz op0=r r=ebp r=eax;edx
# syscall
0F05, Syscall, Legacy, SYSCALL, fr=acopszidA fw=acopszidA flow=Call w=ecx
# sysret
0F07, Sysretd, Legacy, SYSCALL, fw=acopszidA priv flow=Return r=ecx w=cs;ss
# sub cl,cl
28 C9, Sub_rm8_r8, Legacy, INTEL8086, fc=acos fs=pz op0=w op1=n w=cl
# sub cx,cx
66 29 C9, Sub_rm16_r16, Legacy, INTEL8086, fc=acos fs=pz op0=w op1=n w=cx
# sub ecx,ecx
29 C9, Sub_rm32_r32, Legacy, INTEL386, fc=acos fs=pz op0=w op1=n w=ecx
# sub cl,cl
2A C9, Sub_r8_rm8, Legacy, INTEL8086, fc=acos fs=pz op0=w op1=n w=cl
# sub cx,cx
66 2B C9, Sub_r16_rm16, Legacy, INTEL8086, fc=acos fs=pz op0=w op1=n w=cx
# sub ecx,ecx
2B C9, Sub_r32_rm32, Legacy, INTEL386, fc=acos fs=pz op0=w op1=n w=ecx
# xor cl,cl
30 C9, Xor_rm8_r8, Legacy, INTEL8086, fc=cos fs=pz fu=a op0=w op1=n w=cl
# xor cx,cx
66 31 C9, Xor_rm16_r16, Legacy, INTEL8086, fc=cos fs=pz fu=a op0=w op1=n w=cx
# xor ecx,ecx
31 C9, Xor_rm32_r32, Legacy, INTEL386, fc=cos fs=pz fu=a op0=w op1=n w=ecx
# xor cl,cl
32 C9, Xor_r8_rm8, Legacy, INTEL8086, fc=cos fs=pz fu=a op0=w op1=n w=cl
# xor cx,cx
66 33 C9, Xor_r16_rm16, Legacy, INTEL8086, fc=cos fs=pz fu=a op0=w op1=n w=cx
# xor ecx,ecx
33 C9, Xor_r32_rm32, Legacy, INTEL386, fc=cos fs=pz fu=a op0=w op1=n w=ecx
# xorps xmm1,xmm1
0F 57 C9, Xorps_xmm_xmmm128, Legacy, SSE, op0=w op1=n w=xmm1
# vxorps xmm1,xmm2,xmm2
C5E8 57 CA, VEX_Vxorps_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vxorps ymm1,ymm2,ymm2
C5EC 57 CA, VEX_Vxorps_ymm_ymm_ymmm256, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vxorps xmm1,xmm2,xmm2
62 F16C08 57 CA, EVEX_Vxorps_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1
# vxorps xmm1{k3},xmm2,xmm2
62 F16C0B 57 CA, EVEX_Vxorps_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512DQ, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vxorps xmm1{k3}{z},xmm2,xmm2
62 F16C8B 57 CA, EVEX_Vxorps_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1 r=k3
# vxorps ymm1,ymm2,ymm2
62 F16C28 57 CA, EVEX_Vxorps_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1
# vxorps ymm1{k3},ymm2,ymm2
62 F16C2B 57 CA, EVEX_Vxorps_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512DQ, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vxorps ymm1{k3}{z},ymm2,ymm2
62 F16CAB 57 CA, EVEX_Vxorps_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1 r=k3
# vxorps zmm1{k3},zmm2,zmm2
62 F16C4B 57 CA, EVEX_Vxorps_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512DQ, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vxorps zmm1{k3}{z},zmm2,zmm2
62 F16CCB 57 CA, EVEX_Vxorps_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512DQ, op0=w op1=n op2=n w=vmm1 r=k3
# vxorps zmm1,zmm2,zmm2
62 F16C48 57 CA, EVEX_Vxorps_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512DQ, op0=w op1=n op2=n w=vmm1
# xorpd xmm1,xmm1
66 0F 57 C9, Xorpd_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vxorpd xmm1,xmm2,xmm2
C5E9 57 CA, VEX_Vxorpd_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vxorpd ymm1,ymm2,ymm2
C5ED 57 CA, VEX_Vxorpd_ymm_ymm_ymmm256, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vxorpd xmm1,xmm2,xmm2
62 F1ED08 57 CA, EVEX_Vxorpd_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1
# vxorpd xmm1{k3},xmm2,xmm2
62 F1ED0B 57 CA, EVEX_Vxorpd_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512DQ, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vxorpd xmm1{k3}{z},xmm2,xmm2
62 F1ED8B 57 CA, EVEX_Vxorpd_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1 r=k3
# vxorpd ymm1{k3},ymm2,ymm2
62 F1ED2B 57 CA, EVEX_Vxorpd_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512DQ, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vxorpd ymm1,ymm2,ymm2
62 F1ED28 57 CA, EVEX_Vxorpd_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1
# vxorpd ymm1{k3}{z},ymm2,ymm2
62 F1EDAB 57 CA, EVEX_Vxorpd_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512DQ, op0=w op1=n op2=n w=vmm1 r=k3
# vxorpd zmm1{k3},zmm2,zmm2
62 F1ED4B 57 CA, EVEX_Vxorpd_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512DQ, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vxorpd zmm1{k3}{z},zmm2,zmm2
62 F1EDCB 57 CA, EVEX_Vxorpd_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512DQ, op0=w op1=n op2=n w=vmm1 r=k3
# vxorpd zmm1,zmm2,zmm2
62 F1ED48 57 CA, EVEX_Vxorpd_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512DQ, op0=w op1=n op2=n w=vmm1
# psubusb mm1,mm1
0F D8 C9, Psubusb_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubusb xmm1,xmm1
66 0F D8 C9, Psubusb_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubusb xmm1,xmm2,xmm2
C5E9 D8 CA, VEX_Vpsubusb_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubusb ymm1,ymm2,ymm2
C5ED D8 CA, VEX_Vpsubusb_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubusb xmm1{k3},xmm2,xmm2
62 F16D0B D8 CA, EVEX_Vpsubusb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubusb xmm1,xmm2,xmm2
62 F16D08 D8 CA, EVEX_Vpsubusb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubusb xmm1{k3}{z},xmm2,xmm2
62 F16D8B D8 CA, EVEX_Vpsubusb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubusb ymm1,ymm2,ymm2
62 F16D28 D8 CA, EVEX_Vpsubusb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubusb ymm1{k3},ymm2,ymm2
62 F16D2B D8 CA, EVEX_Vpsubusb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubusb ymm1{k3}{z},ymm2,ymm2
62 F16DAB D8 CA, EVEX_Vpsubusb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubusb zmm1,zmm2,zmm2
62 F16D48 D8 CA, EVEX_Vpsubusb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubusb zmm1{k3},zmm2,zmm2
62 F16D4B D8 CA, EVEX_Vpsubusb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubusb zmm1{k3}{z},zmm2,zmm2
62 F16DCB D8 CA, EVEX_Vpsubusb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# psubusw mm1,mm1
0F D9 C9, Psubusw_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubusw xmm1,xmm1
66 0F D9 C9, Psubusw_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubusw xmm1,xmm2,xmm2
C5E9 D9 CA, VEX_Vpsubusw_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubusw ymm1,ymm2,ymm2
C5ED D9 CA, VEX_Vpsubusw_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubusw xmm1,xmm2,xmm2
62 F16D08 D9 CA, EVEX_Vpsubusw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubusw xmm1{k3},xmm2,xmm2
62 F16D0B D9 CA, EVEX_Vpsubusw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubusw xmm1{k3}{z},xmm2,xmm2
62 F16D8B D9 CA, EVEX_Vpsubusw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubusw ymm1{k3}{z},ymm2,ymm2
62 F16DAB D9 CA, EVEX_Vpsubusw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubusw ymm1{k3},ymm2,ymm2
62 F16D2B D9 CA, EVEX_Vpsubusw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubusw ymm1,ymm2,ymm2
62 F16D28 D9 CA, EVEX_Vpsubusw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubusw zmm1{k3},zmm2,zmm2
62 F16D4B D9 CA, EVEX_Vpsubusw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubusw zmm1{k3}{z},zmm2,zmm2
62 F16DCB D9 CA, EVEX_Vpsubusw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubusw zmm1,zmm2,zmm2
62 F16D48 D9 CA, EVEX_Vpsubusw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1
# psubsb mm1,mm1
0F E8 C9, Psubsb_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubsb xmm1,xmm1
66 0F E8 C9, Psubsb_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubsb xmm1,xmm2,xmm2
C5E9 E8 CA, VEX_Vpsubsb_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubsb ymm1,ymm2,ymm2
C5ED E8 CA, VEX_Vpsubsb_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubsb xmm1,xmm2,xmm2
62 F16D08 E8 CA, EVEX_Vpsubsb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubsb xmm1{k3}{z},xmm2,xmm2
62 F16D8B E8 CA, EVEX_Vpsubsb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubsb xmm1{k3},xmm2,xmm2
62 F16D0B E8 CA, EVEX_Vpsubsb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubsb ymm1{k3},ymm2,ymm2
62 F16D2B E8 CA, EVEX_Vpsubsb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubsb ymm1,ymm2,ymm2
62 F16D28 E8 CA, EVEX_Vpsubsb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubsb ymm1{k3}{z},ymm2,ymm2
62 F16DAB E8 CA, EVEX_Vpsubsb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubsb zmm1{k3},zmm2,zmm2
62 F16D4B E8 CA, EVEX_Vpsubsb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubsb zmm1,zmm2,zmm2
62 F16D48 E8 CA, EVEX_Vpsubsb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubsb zmm1{k3}{z},zmm2,zmm2
62 F16DCB E8 CA, EVEX_Vpsubsb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# psubsw mm1,mm1
0F E9 C9, Psubsw_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubsw xmm1,xmm1
66 0F E9 C9, Psubsw_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubsw xmm1,xmm2,xmm2
C5E9 E9 CA, VEX_Vpsubsw_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubsw ymm1,ymm2,ymm2
C5ED E9 CA, VEX_Vpsubsw_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubsw xmm1{k3},xmm2,xmm2
62 F16D0B E9 CA, EVEX_Vpsubsw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubsw xmm1{k3}{z},xmm2,xmm2
62 F16D8B E9 CA, EVEX_Vpsubsw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubsw xmm1,xmm2,xmm2
62 F16D08 E9 CA, EVEX_Vpsubsw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubsw ymm1,ymm2,ymm2
62 F16D28 E9 CA, EVEX_Vpsubsw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubsw ymm1{k3},ymm2,ymm2
62 F16D2B E9 CA, EVEX_Vpsubsw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubsw ymm1{k3}{z},ymm2,ymm2
62 F16DAB E9 CA, EVEX_Vpsubsw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubsw zmm1,zmm2,zmm2
62 F16D48 E9 CA, EVEX_Vpsubsw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubsw zmm1{k3},zmm2,zmm2
62 F16D4B E9 CA, EVEX_Vpsubsw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubsw zmm1{k3}{z},zmm2,zmm2
62 F16DCB E9 CA, EVEX_Vpsubsw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# pxor mm1,mm1
0F EF C9, Pxor_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# pxor xmm1,xmm1
66 0F EF C9, Pxor_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpxor xmm1,xmm2,xmm2
C5E9 EF CA, VEX_Vpxor_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpxor ymm1,ymm2,ymm2
C5ED EF CA, VEX_Vpxor_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpxord xmm1,xmm2,xmm2
62 F16D08 EF CA, EVEX_Vpxord_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpxord xmm1{k3}{z},xmm2,xmm2
62 F16D8B EF CA, EVEX_Vpxord_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpxord xmm1{k3},xmm2,xmm2
62 F16D0B EF CA, EVEX_Vpxord_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpxord ymm1,ymm2,ymm2
62 F16D28 EF CA, EVEX_Vpxord_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpxord ymm1{k3},ymm2,ymm2
62 F16D2B EF CA, EVEX_Vpxord_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpxord ymm1{k3}{z},ymm2,ymm2
62 F16DAB EF CA, EVEX_Vpxord_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpxord zmm1,zmm2,zmm2
62 F16D48 EF CA, EVEX_Vpxord_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1
# vpxord zmm1{k3},zmm2,zmm2
62 F16D4B EF CA, EVEX_Vpxord_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512F, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpxord zmm1{k3}{z},zmm2,zmm2
62 F16DCB EF CA, EVEX_Vpxord_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpxorq xmm1,xmm2,xmm2
62 F1ED08 EF CA, EVEX_Vpxorq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpxorq xmm1{k3},xmm2,xmm2
62 F1ED0B EF CA, EVEX_Vpxorq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpxorq xmm1{k3}{z},xmm2,xmm2
